name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	3189153	486311	3294244	0.133642
Roseburia intestinalis	166486	S	669540	82303	784938	0.031844
Eubacterium rectale	39491	S	481172	3291	541900	0.021984
Bifidobacterium adolescentis	1680	S	209758	32320	230394	0.009347
Bifidobacterium longum	216816	S	264441	27377	310463	0.012595
Akkermansia muciniphila	239935	S	427810	60577	462393	0.018758
Prevotella copri	165179	S	353545	41899	409860	0.016627
Escherichia coli	562	S	588976	62090	618662	0.025098
Enterococcus faecalis	1351	S	142518	17749	143762	0.005832
Fusobacterium nucleatum	851	S	66753	5508	77956	0.003163
Ruminococcus gnavus	33038	S	218122	11154	239776	0.009727
Bacteroides fragilis	817	S	654487	41100	713182	0.028933
Clostridium difficile	1496	S	78799	12652	86134	0.003494
Veillonella parvula	29466	S	193305	30975	223916	0.009084
Streptococcus salivarius	1304	S	281698	28584	305518	0.012394
Bacteroides sp5000	5000	S	243001	13482	249353	0.010116
Parabacteroides sp5001	5001	S	417078	28013	456041	0.018501
Alistipes sp5002	5002	S	252501	38682	278635	0.011304
Blautia sp5003	5003	S	292092	4901	299785	0.012162
Clostridium sp5004	5004	S	188194	13943	217260	0.008814
Dorea sp5005	5005	S	44002	4725	50882	0.002064
Coprococcus sp5006	5006	S	54719	4919	62784	0.002547
Lachnospira sp5007	5007	S	372593	20790	437787	0.01776
Anaerostipes sp5008	5008	S	471930	36008	495945	0.02012
Collinsella sp5009	5009	S	76859	10110	77111	0.003128
Eggerthella sp5010	5010	S	31980	241	35382	0.001435
Holdemania sp5011	5011	S	515940	72193	528171	0.021427
Lactobacillus sp5012	5012	S	31834	627	32715	0.001327
Enterobacter sp5014	5014	S	134760	5228	134803	0.005469
Klebsiella sp5015	5015	S	278881	39624	290916	0.011802
Proteus sp5017	5017	S	44148	6793	49865	0.002023
Desulfovibrio sp5019	5019	S	219699	35895	245085	0.009943
Sutterella sp5021	5021	S	543347	87097	609005	0.024706
Oscillibacter sp5023	5023	S	441263	54714	514274	0.020863
Subdoligranulum sp5024	5024	S	70772	5455	76114	0.003088
Butyrivibrio sp5025	5025	S	761490	91220	861878	0.034965
Barnesiella sp5027	5027	S	120831	11404	137524	0.005579
Christensenella sp5028	5028	S	38069	6145	42872	0.001739
Methanobrevibacter sp5029	5029	S	119392	4186	139756	0.00567
Gemella sp5030	5030	S	145741	10212	164429	0.006671
Granulicatella sp5031	5031	S	191048	15912	215896	0.008759
Rothia sp5032	5032	S	414321	45116	422402	0.017136
Actinomyces sp5033	5033	S	139231	1983	148594	0.006028
Corynebacterium sp5034	5034	S	537474	14061	563332	0.022853
Finegoldia sp5035	5035	S	310824	12044	321115	0.013027
Dialister sp5039	5039	S	438090	25237	480069	0.019476
Mitsuokella sp5040	5040	S	111188	2156	113594	0.004608
Phascolarctobacterium sp5041	5041	S	19408	442	20761	0.000842
Flavonifractor sp5043	5043	S	294037	41768	307661	0.012481
