name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	819327	107710	940480	0.042036
Roseburia intestinalis	166486	S	119258	20262	137664	0.006153
Roseburia hominis	301301	S	79324	10167	87435	0.003908
Eubacterium rectale	39491	S	308137	32185	341848	0.015279
Bifidobacterium adolescentis	1680	S	81726	2036	92998	0.004157
Bifidobacterium longum	216816	S	207757	28865	209706	0.009373
Akkermansia muciniphila	239935	S	150528	14364	153113	0.006844
Prevotella copri	165179	S	296126	3157	304895	0.013628
Enterococcus faecalis	1351	S	588873	30781	654145	0.029238
Fusobacterium nucleatum	851	S	365906	20666	387061	0.0173
Ruminococcus gnavus	33038	S	715527	73392	820299	0.036665
Bacteroides fragilis	817	S	774095	45640	796265	0.03559
Clostridium difficile	1496	S	199308	6760	229132	0.010241
Veillonella parvula	29466	S	364974	18538	412111	0.01842
Bacteroides sp5000	5000	S	195381	18609	206443	0.009227
Parabacteroides sp5001	5001	S	281712	16049	295169	0.013193
Blautia sp5003	5003	S	274006	8615	281437	0.012579
Clostridium sp5004	5004	S	143820	18773	156266	0.006985
Dorea sp5005	5005	S	29699	558	33864	0.001514
Coprococcus sp5006	5006	S	99870	5228	101644	0.004543
Lachnospira sp5007	5007	S	348783	1392	366146	0.016365
Anaerostipes sp5008	5008	S	338665	16840	355179	0.015875
Collinsella sp5009	5009	S	26164	2788	30482	0.001362
Eggerthella sp5010	5010	S	76074	4981	85851	0.003837
Holdemania sp5011	5011	S	291603	7466	338253	0.015119
Lactobacillus sp5012	5012	S	42645	641	47665	0.00213
Enterobacter sp5014	5014	S	227722	209	230810	0.010316
Klebsiella sp5015	5015	S	291260	5836	315702	0.014111
Citrobacter sp5016	5016	S	221570	34344	247247	0.011051
Proteus sp5017	5017	S	30329	5025	34692	0.001551
Haemophilus sp5018	5018	S	255354	32245	289889	0.012957
Desulfovibrio sp5019	5019	S	353583	50333	379381	0.016957
Bilophila sp5020	5020	S	108152	9293	115907	0.005181
Sutterella sp5021	5021	S	162124	4597	184375	0.008241
Parasutterella sp5022	5022	S	296585	14769	300348	0.013425
Oscillibacter sp5023	5023	S	333633	41979	368325	0.016463
Subdoligranulum sp5024	5024	S	431238	68365	478716	0.021397
Butyrivibrio sp5025	5025	S	105280	9820	109588	0.004898
Odoribacter sp5026	5026	S	96847	733	98609	0.004407
Christensenella sp5028	5028	S	99542	7814	112027	0.005007
Methanobrevibacter sp5029	5029	S	121804	15374	137781	0.006158
Gemella sp5030	5030	S	607686	39101	615141	0.027495
Granulicatella sp5031	5031	S	236483	37843	262375	0.011727
Rothia sp5032	5032	S	157588	12610	171903	0.007683
Actinomyces sp5033	5033	S	338821	51206	375323	0.016776
Corynebacterium sp5034	5034	S	263327	32186	281530	0.012583
Finegoldia sp5035	5035	S	200331	10570	206151	0.009214
Peptoniphilus sp5036	5036	S	210841	29324	230414	0.010299
Propionibacterium sp5037	5037	S	161773	21300	178856	0.007994
Megasphaera sp5038	5038	S	188915	17817	190603	0.008519
Dialister sp5039	5039	S	245969	30902	255887	0.011437
Mitsuokella sp5040	5040	S	67179	4075	68778	0.003074
Phascolarctobacterium sp5041	5041	S	30090	2114	35083	0.001568
Pseudoflavonifractor sp5042	5042	S	256029	18185	269203	0.012032
Flavonifractor sp5043	5043	S	175378	9758	182241	0.008146
