name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	661100	87666	696070	0.033866
Eubacterium rectale	39491	S	499184	35357	552161	0.026864
Bifidobacterium adolescentis	1680	S	710406	83762	712339	0.034657
Bifidobacterium longum	216816	S	370144	24742	375941	0.01829
Akkermansia muciniphila	239935	S	104043	7262	117548	0.005719
Prevotella copri	165179	S	856206	14679	894291	0.04351
Escherichia coli	562	S	544368	4275	611258	0.029739
Enterococcus faecalis	1351	S	68802	9334	75206	0.003659
Fusobacterium nucleatum	851	S	35339	4193	41396	0.002014
Ruminococcus gnavus	33038	S	264204	9485	266907	0.012986
Bacteroides fragilis	817	S	779972	119578	817542	0.039776
Clostridium difficile	1496	S	30062	1065	30234	0.001471
Veillonella parvula	29466	S	56063	1441	64809	0.003153
Streptococcus salivarius	1304	S	217487	24784	227663	0.011076
Bacteroides sp5000	5000	S	298395	15815	313726	0.015264
Parabacteroides sp5001	5001	S	213476	21242	243843	0.011864
Alistipes sp5002	5002	S	163282	19349	176990	0.008611
Blautia sp5003	5003	S	340498	18877	371641	0.018081
Clostridium sp5004	5004	S	216569	7684	242242	0.011786
Dorea sp5005	5005	S	27207	434	30575	0.001488
Lachnospira sp5007	5007	S	104592	636	115953	0.005641
Anaerostipes sp5008	5008	S	221907	28312	252753	0.012297
Eggerthella sp5010	5010	S	36324	4050	40414	0.001966
Holdemania sp5011	5011	S	176029	16026	183837	0.008944
Lactobacillus sp5012	5012	S	28176	91	28352	0.001379
Streptococcus sp5013	5013	S	103280	15459	107495	0.00523
Enterobacter sp5014	5014	S	216282	5561	220845	0.010745
Klebsiella sp5015	5015	S	159922	4601	177885	0.008655
Citrobacter sp5016	5016	S	262961	29878	279688	0.013608
Proteus sp5017	5017	S	90441	8154	100764	0.004902
Haemophilus sp5018	5018	S	150216	9955	157519	0.007664
Desulfovibrio sp5019	5019	S	76749	9081	78468	0.003818
Bilophila sp5020	5020	S	83377	9035	96985	0.004719
Sutterella sp5021	5021	S	241903	22850	273245	0.013294
Parasutterella sp5022	5022	S	149568	19850	150542	0.007324
Oscillibacter sp5023	5023	S	170631	8193	187368	0.009116
Subdoligranulum sp5024	5024	S	485272	43791	548231	0.026673
Butyrivibrio sp5025	5025	S	238890	22698	275493	0.013403
Odoribacter sp5026	5026	S	27770	1586	32663	0.001589
Barnesiella sp5027	5027	S	140220	23134	158802	0.007726
Christensenella sp5028	5028	S	93009	5086	96977	0.004718
Methanobrevibacter sp5029	5029	S	91755	8233	106208	0.005167
Gemella sp5030	5030	S	249048	22720	282362	0.013738
Granulicatella sp5031	5031	S	227541	21549	233303	0.011351
Rothia sp5032	5032	S	277564	23834	293698	0.014289
Actinomyces sp5033	5033	S	171615	24254	173509	0.008442
Corynebacterium sp5034	5034	S	360255	17825	388663	0.018909
Finegoldia sp5035	5035	S	155037	4721	168714	0.008208
Peptoniphilus sp5036	5036	S	167996	13329	177689	0.008645
Megasphaera sp5038	5038	S	60652	2077	70078	0.003409
Dialister sp5039	5039	S	186424	26921	202208	0.009838
Mitsuokella sp5040	5040	S	64126	7011	68587	0.003337
Phascolarctobacterium sp5041	5041	S	19685	1872	21852	0.001063
Pseudoflavonifractor sp5042	5042	S	96550	10408	105277	0.005122
Flavonifractor sp5043	5043	S	27815	2400	32435	0.001578
