name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	404109	22337	404332	0.020036
Roseburia intestinalis	166486	S	225010	26568	245299	0.012155
Eubacterium rectale	39491	S	303360	27454	308629	0.015293
Bifidobacterium adolescentis	1680	S	165640	11281	182277	0.009032
Akkermansia muciniphila	239935	S	152861	77	160175	0.007937
Prevotella copri	165179	S	602261	34058	638707	0.031649
Escherichia coli	562	S	935266	13461	965058	0.047821
Enterococcus faecalis	1351	S	379629	29191	404623	0.02005
Fusobacterium nucleatum	851	S	161023	1655	170152	0.008431
Bacteroides fragilis	817	S	540412	48575	576749	0.028579
Clostridium difficile	1496	S	382282	37046	409253	0.020279
Veillonella parvula	29466	S	458722	58215	482120	0.02389
Streptococcus salivarius	1304	S	415440	57737	466539	0.023118
Bacteroides sp5000	5000	S	235332	2941	254486	0.01261
Alistipes sp5002	5002	S	1138812	66483	1326078	0.06571
Blautia sp5003	5003	S	250144	27438	258485	0.012809
Clostridium sp5004	5004	S	174677	13997	180398	0.008939
Coprococcus sp5006	5006	S	21317	514	23272	0.001153
Lachnospira sp5007	5007	S	321990	23311	358074	0.017743
Anaerostipes sp5008	5008	S	173150	6637	200570	0.009939
Collinsella sp5009	5009	S	22292	2617	23722	0.001175
Eggerthella sp5010	5010	S	95552	13377	95576	0.004736
Holdemania sp5011	5011	S	258294	17245	272928	0.013524
Lactobacillus sp5012	5012	S	14208	1771	15029	0.000745
Streptococcus sp5013	5013	S	56576	4008	65199	0.003231
Enterobacter sp5014	5014	S	44791	2642	45894	0.002274
Klebsiella sp5015	5015	S	301978	28451	322702	0.015991
Citrobacter sp5016	5016	S	267899	16585	305239	0.015125
Proteus sp5017	5017	S	67074	292	74513	0.003692
Haemophilus sp5018	5018	S	324282	47392	379887	0.018824
Desulfovibrio sp5019	5019	S	52425	4572	58841	0.002916
Bilophila sp5020	5020	S	78639	12400	87884	0.004355
Sutterella sp5021	5021	S	328522	23819	369585	0.018314
Parasutterella sp5022	5022	S	174769	22501	178171	0.008829
Subdoligranulum sp5024	5024	S	169342	23223	192892	0.009558
Butyrivibrio sp5025	5025	S	170531	13447	185617	0.009198
Odoribacter sp5026	5026	S	49746	691	57178	0.002833
Barnesiella sp5027	5027	S	106276	8251	110798	0.00549
Christensenella sp5028	5028	S	139395	16660	152257	0.007545
Methanobrevibacter sp5029	5029	S	83479	2062	86523	0.004287
Gemella sp5030	5030	S	352310	7597	374188	0.018542
Rothia sp5032	5032	S	142857	14623	148392	0.007353
Actinomyces sp5033	5033	S	415991	4331	418716	0.020748
Corynebacterium sp5034	5034	S	351694	17339	409634	0.020298
Finegoldia sp5035	5035	S	659623	27480	741770	0.036756
Peptoniphilus sp5036	5036	S	130749	4963	132614	0.006571
Dialister sp5039	5039	S	437335	55924	490951	0.024328
Flavonifractor sp5043	5043	S	75643	9605	82449	0.004086
