name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	330483	22966	336014	0.016176
Roseburia intestinalis	166486	S	372123	16418	394608	0.018997
Roseburia hominis	301301	S	182807	14478	208157	0.010021
Eubacterium rectale	39491	S	224224	21739	248310	0.011954
Bifidobacterium adolescentis	1680	S	135395	22966	157133	0.007564
Bifidobacterium longum	216816	S	148013	15532	148320	0.00714
Akkermansia muciniphila	239935	S	92406	4611	99318	0.004781
Prevotella copri	165179	S	773345	81712	795566	0.038299
Escherichia coli	562	S	1363337	213045	1559182	0.075059
Enterococcus faecalis	1351	S	244740	35821	251433	0.012104
Fusobacterium nucleatum	851	S	373018	35794	389024	0.018728
Ruminococcus gnavus	33038	S	918127	140735	1005907	0.048425
Bacteroides fragilis	817	S	664962	4602	678596	0.032668
Clostridium difficile	1496	S	200111	13232	234335	0.011281
Veillonella parvula	29466	S	509323	77632	524220	0.025236
Streptococcus salivarius	1304	S	214440	21902	245760	0.011831
Clostridium sp5004	5004	S	118892	19068	131064	0.006309
Dorea sp5005	5005	S	41913	5398	42930	0.002067
Coprococcus sp5006	5006	S	123989	8383	134727	0.006486
Anaerostipes sp5008	5008	S	315013	2989	353546	0.01702
Collinsella sp5009	5009	S	364112	45317	371654	0.017892
Eggerthella sp5010	5010	S	107891	16129	107896	0.005194
Holdemania sp5011	5011	S	500604	61869	536373	0.025821
Lactobacillus sp5012	5012	S	72678	9340	73286	0.003528
Streptococcus sp5013	5013	S	127702	9728	143955	0.00693
Enterobacter sp5014	5014	S	178831	29437	205701	0.009902
Citrobacter sp5016	5016	S	175057	6380	186048	0.008956
Proteus sp5017	5017	S	103533	10096	108896	0.005242
Haemophilus sp5018	5018	S	211748	3991	234306	0.01128
Desulfovibrio sp5019	5019	S	127897	10499	134525	0.006476
Bilophila sp5020	5020	S	558628	45127	578382	0.027843
Sutterella sp5021	5021	S	111637	9451	114169	0.005496
Oscillibacter sp5023	5023	S	137417	19344	147106	0.007082
Butyrivibrio sp5025	5025	S	417916	9226	458985	0.022096
Odoribacter sp5026	5026	S	67159	8904	78612	0.003784
Barnesiella sp5027	5027	S	92538	10363	98127	0.004724
Christensenella sp5028	5028	S	82841	1921	93930	0.004522
Methanobrevibacter sp5029	5029	S	163067	10062	191353	0.009212
Gemella sp5030	5030	S	252313	15818	268851	0.012943
Granulicatella sp5031	5031	S	192915	28575	210694	0.010143
Rothia sp5032	5032	S	343430	29346	380643	0.018324
Actinomyces sp5033	5033	S	185939	11430	192176	0.009251
Corynebacterium sp5034	5034	S	1028594	141048	1090406	0.052492
Finegoldia sp5035	5035	S	319827	7109	322268	0.015514
Peptoniphilus sp5036	5036	S	83117	6203	84043	0.004046
Phascolarctobacterium sp5041	5041	S	41663	3228	46880	0.002257
Flavonifractor sp5043	5043	S	171695	12725	172211	0.00829
