name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	119892	13637	126680	0.007334
Roseburia intestinalis	166486	S	215731	12249	216491	0.012534
Roseburia hominis	301301	S	114275	7676	117776	0.006819
Eubacterium rectale	39491	S	384239	10620	391909	0.022691
Bifidobacterium adolescentis	1680	S	108435	3586	109293	0.006328
Bifidobacterium longum	216816	S	114932	14502	127854	0.007402
Akkermansia muciniphila	239935	S	67472	6771	74222	0.004297
Prevotella copri	165179	S	706274	85795	770465	0.044608
Escherichia coli	562	S	468345	4644	529653	0.030666
Enterococcus faecalis	1351	S	66870	5315	74717	0.004326
Fusobacterium nucleatum	851	S	198921	12096	227286	0.013159
Ruminococcus gnavus	33038	S	776707	7347	853527	0.049417
Bacteroides fragilis	817	S	368201	52098	392750	0.022739
Clostridium difficile	1496	S	186022	19112	213142	0.01234
Veillonella parvula	29466	S	170041	11262	179046	0.010366
Streptococcus salivarius	1304	S	252608	16293	264466	0.015312
Bacteroides sp5000	5000	S	270827	322	292566	0.016939
Parabacteroides sp5001	5001	S	115593	12023	121198	0.007017
Alistipes sp5002	5002	S	216755	13991	253290	0.014665
Blautia sp5003	5003	S	400976	25385	402242	0.023289
Dorea sp5005	5005	S	28046	4137	30311	0.001755
Coprococcus sp5006	5006	S	139487	12718	145665	0.008434
Lachnospira sp5007	5007	S	324572	43398	334724	0.01938
Anaerostipes sp5008	5008	S	54509	4229	59344	0.003436
Collinsella sp5009	5009	S	40536	6474	44648	0.002585
Eggerthella sp5010	5010	S	34478	450	36119	0.002091
Holdemania sp5011	5011	S	195287	14372	199386	0.011544
Lactobacillus sp5012	5012	S	40394	3871	46953	0.002718
Streptococcus sp5013	5013	S	42107	6075	46141	0.002671
Enterobacter sp5014	5014	S	54434	7663	61815	0.003579
Klebsiella sp5015	5015	S	396980	3482	425190	0.024618
Proteus sp5017	5017	S	73413	5668	73725	0.004269
Haemophilus sp5018	5018	S	270589	21320	302798	0.017531
Desulfovibrio sp5019	5019	S	64290	3004	65691	0.003803
Sutterella sp5021	5021	S	160270	3530	182353	0.010558
Parasutterella sp5022	5022	S	131089	17144	146521	0.008483
Oscillibacter sp5023	5023	S	248662	9215	270067	0.015636
Butyrivibrio sp5025	5025	S	119313	6806	136370	0.007896
Odoribacter sp5026	5026	S	55833	2898	56341	0.003262
Barnesiella sp5027	5027	S	302955	22089	303496	0.017572
Christensenella sp5028	5028	S	39950	6090	45560	0.002638
Methanobrevibacter sp5029	5029	S	99826	11562	108619	0.006289
Gemella sp5030	5030	S	353239	2665	354105	0.020502
Actinomyces sp5033	5033	S	240924	30117	278685	0.016135
Corynebacterium sp5034	5034	S	257647	7982	288754	0.016718
Finegoldia sp5035	5035	S	115475	442	134916	0.007811
Peptoniphilus sp5036	5036	S	185160	3864	191643	0.011096
Propionibacterium sp5037	5037	S	140809	13907	153027	0.00886
Dialister sp5039	5039	S	195738	870	214097	0.012396
Flavonifractor sp5043	5043	S	127691	208	131977	0.007641
