name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	355745	20490	412797	0.026136
Roseburia intestinalis	166486	S	73003	12194	82281	0.005209
Roseburia hominis	301301	S	106948	12937	117732	0.007454
Eubacterium rectale	39491	S	155303	5185	163013	0.010321
Bifidobacterium adolescentis	1680	S	152936	7284	172644	0.010931
Akkermansia muciniphila	239935	S	101489	3912	111323	0.007048
Prevotella copri	165179	S	178548	27612	209331	0.013253
Escherichia coli	562	S	677124	34872	680636	0.043093
Enterococcus faecalis	1351	S	207986	245	230897	0.014619
Fusobacterium nucleatum	851	S	356841	46408	374819	0.023731
Ruminococcus gnavus	33038	S	465656	12789	534015	0.03381
Bacteroides fragilis	817	S	548053	52311	565871	0.035827
Clostridium difficile	1496	S	99179	10810	115765	0.007329
Veillonella parvula	29466	S	301103	18579	335926	0.021269
Streptococcus salivarius	1304	S	717337	90378	743001	0.047042
Bacteroides sp5000	5000	S	94519	14755	103862	0.006576
Parabacteroides sp5001	5001	S	325276	41339	357066	0.022607
Alistipes sp5002	5002	S	291998	42610	316502	0.020039
Blautia sp5003	5003	S	131704	1751	133552	0.008456
Dorea sp5005	5005	S	63541	7944	64153	0.004062
Coprococcus sp5006	5006	S	48986	1523	50569	0.003202
Lachnospira sp5007	5007	S	85906	11284	88493	0.005603
Anaerostipes sp5008	5008	S	178016	28462	199264	0.012616
Collinsella sp5009	5009	S	24501	642	28574	0.001809
Eggerthella sp5010	5010	S	27640	2565	29701	0.00188
Lactobacillus sp5012	5012	S	43721	117	46179	0.002924
Streptococcus sp5013	5013	S	22426	150	22561	0.001428
Enterobacter sp5014	5014	S	167298	403	191975	0.012155
Klebsiella sp5015	5015	S	165735	24786	177252	0.011222
Citrobacter sp5016	5016	S	233439	30325	245754	0.01556
Proteus sp5017	5017	S	59519	5679	69859	0.004423
Haemophilus sp5018	5018	S	217178	17688	236337	0.014963
Desulfovibrio sp5019	5019	S	48540	5789	56388	0.00357
Parasutterella sp5022	5022	S	187337	23232	202421	0.012816
Oscillibacter sp5023	5023	S	267139	6486	289490	0.018329
Subdoligranulum sp5024	5024	S	107219	2926	113192	0.007167
Butyrivibrio sp5025	5025	S	118176	11080	120483	0.007628
Odoribacter sp5026	5026	S	32066	5298	36707	0.002324
Barnesiella sp5027	5027	S	93542	1102	100827	0.006384
Christensenella sp5028	5028	S	183305	7374	194174	0.012294
Methanobrevibacter sp5029	5029	S	69123	8736	71221	0.004509
Gemella sp5030	5030	S	140836	10635	141283	0.008945
Granulicatella sp5031	5031	S	152714	18796	166312	0.01053
Rothia sp5032	5032	S	447356	42190	514279	0.032561
Actinomyces sp5033	5033	S	84922	1222	91125	0.005769
Corynebacterium sp5034	5034	S	599648	84092	657007	0.041597
Finegoldia sp5035	5035	S	185470	2821	189561	0.012002
Peptoniphilus sp5036	5036	S	256210	11690	296675	0.018784
Propionibacterium sp5037	5037	S	323617	6377	329813	0.020882
Dialister sp5039	5039	S	183635	2908	191686	0.012136
Mitsuokella sp5040	5040	S	177222	10032	187841	0.011893
Phascolarctobacterium sp5041	5041	S	36876	1334	38082	0.002411
Flavonifractor sp5043	5043	S	129060	4823	136445	0.008639
