name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	551780	30382	558920	0.028262
Roseburia intestinalis	166486	S	89054	9012	95033	0.004805
Roseburia hominis	301301	S	101040	11804	118597	0.005997
Eubacterium rectale	39491	S	171587	28214	195719	0.009896
Bifidobacterium adolescentis	1680	S	94762	6756	108635	0.005493
Bifidobacterium longum	216816	S	305275	52906	353819	0.017891
Akkermansia muciniphila	239935	S	140534	13563	151875	0.00768
Escherichia coli	562	S	2919313	381839	3394308	0.171632
Enterococcus faecalis	1351	S	292462	44694	331784	0.016777
Fusobacterium nucleatum	851	S	193063	6269	219198	0.011084
Ruminococcus gnavus	33038	S	426010	35261	497977	0.02518
Bacteroides fragilis	817	S	522910	5513	559426	0.028287
Clostridium difficile	1496	S	120729	8494	124936	0.006317
Veillonella parvula	29466	S	169596	12074	182625	0.009234
Bacteroides sp5000	5000	S	230276	21239	253019	0.012794
Parabacteroides sp5001	5001	S	73997	2312	84734	0.004285
Alistipes sp5002	5002	S	270920	39262	276656	0.013989
Clostridium sp5004	5004	S	266446	11943	294092	0.014871
Dorea sp5005	5005	S	105284	6819	111224	0.005624
Coprococcus sp5006	5006	S	109032	2991	127702	0.006457
Lachnospira sp5007	5007	S	201476	20799	210442	0.010641
Anaerostipes sp5008	5008	S	119882	4673	140367	0.007098
Collinsella sp5009	5009	S	42732	4868	48304	0.002442
Eggerthella sp5010	5010	S	39357	720	46142	0.002333
Holdemania sp5011	5011	S	111996	3092	115462	0.005838
Lactobacillus sp5012	5012	S	119177	4491	125726	0.006357
Streptococcus sp5013	5013	S	58436	2464	67563	0.003416
Enterobacter sp5014	5014	S	132008	17680	137747	0.006965
Klebsiella sp5015	5015	S	68892	4211	70693	0.003575
Citrobacter sp5016	5016	S	339664	10991	357461	0.018075
Proteus sp5017	5017	S	51373	7726	57466	0.002906
Haemophilus sp5018	5018	S	209197	3149	245551	0.012416
Desulfovibrio sp5019	5019	S	153468	693	174162	0.008806
Bilophila sp5020	5020	S	65994	6579	75232	0.003804
Parasutterella sp5022	5022	S	471169	69085	515947	0.026089
Oscillibacter sp5023	5023	S	71142	3750	73145	0.003699
Subdoligranulum sp5024	5024	S	129280	8283	145436	0.007354
Butyrivibrio sp5025	5025	S	114145	4890	121620	0.00615
Odoribacter sp5026	5026	S	51197	3331	54256	0.002743
Barnesiella sp5027	5027	S	128313	8998	137556	0.006955
Methanobrevibacter sp5029	5029	S	65690	10451	73465	0.003715
Gemella sp5030	5030	S	200241	4363	207603	0.010497
Rothia sp5032	5032	S	326231	24332	332798	0.016828
Actinomyces sp5033	5033	S	354929	43268	360634	0.018235
Corynebacterium sp5034	5034	S	434562	1602	475565	0.024047
Finegoldia sp5035	5035	S	229716	20962	258021	0.013047
Peptoniphilus sp5036	5036	S	118303	4842	125186	0.00633
Propionibacterium sp5037	5037	S	154210	22176	177070	0.008953
Megasphaera sp5038	5038	S	332019	26242	332798	0.016828
Dialister sp5039	5039	S	374729	17477	427895	0.021636
Mitsuokella sp5040	5040	S	77174	12411	90500	0.004576
Phascolarctobacterium sp5041	5041	S	82648	8237	95254	0.004816
Pseudoflavonifractor sp5042	5042	S	160353	14958	179948	0.009099
Flavonifractor sp5043	5043	S	55824	7331	58904	0.002978
