name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	245490	17238	257734	0.018095
Roseburia intestinalis	166486	S	238476	40030	267637	0.01879
Roseburia hominis	301301	S	214423	15885	234618	0.016472
Eubacterium rectale	39491	S	232059	31635	265349	0.018629
Bifidobacterium adolescentis	1680	S	51346	1782	53819	0.003778
Bifidobacterium longum	216816	S	85786	10154	99479	0.006984
Akkermansia muciniphila	239935	S	49846	2154	52571	0.003691
Prevotella copri	165179	S	294479	6722	296666	0.020828
Enterococcus faecalis	1351	S	179247	27732	195931	0.013756
Fusobacterium nucleatum	851	S	209850	22015	229857	0.016137
Ruminococcus gnavus	33038	S	287021	12978	315533	0.022152
Clostridium difficile	1496	S	58239	3584	58380	0.004099
Veillonella parvula	29466	S	176652	6191	179504	0.012602
Streptococcus salivarius	1304	S	114143	604	129419	0.009086
Parabacteroides sp5001	5001	S	371930	21693	392435	0.027552
Alistipes sp5002	5002	S	125849	9118	128463	0.009019
Blautia sp5003	5003	S	823089	23015	827035	0.058063
Clostridium sp5004	5004	S	211134	25089	215379	0.015121
Dorea sp5005	5005	S	45295	5943	46907	0.003293
Coprococcus sp5006	5006	S	35960	3503	37297	0.002618
Lachnospira sp5007	5007	S	280748	1574	322816	0.022664
Anaerostipes sp5008	5008	S	112008	10484	113354	0.007958
Eggerthella sp5010	5010	S	183729	13688	189513	0.013305
Lactobacillus sp5012	5012	S	41302	893	47606	0.003342
Streptococcus sp5013	5013	S	38255	2591	40149	0.002819
Enterobacter sp5014	5014	S	124458	10428	141418	0.009928
Klebsiella sp5015	5015	S	398548	40472	463627	0.03255
Citrobacter sp5016	5016	S	104851	14088	117764	0.008268
Proteus sp5017	5017	S	177333	13505	197794	0.013886
Haemophilus sp5018	5018	S	225728	2879	265019	0.018606
Desulfovibrio sp5019	5019	S	51006	4040	56120	0.00394
Bilophila sp5020	5020	S	125966	5862	134007	0.009408
Sutterella sp5021	5021	S	304193	41128	318779	0.02238
Parasutterella sp5022	5022	S	226418	1391	234151	0.016439
Oscillibacter sp5023	5023	S	81702	1394	88607	0.006221
Subdoligranulum sp5024	5024	S	99304	16582	112043	0.007866
Butyrivibrio sp5025	5025	S	113241	9725	129957	0.009124
Odoribacter sp5026	5026	S	40215	4494	42659	0.002995
Barnesiella sp5027	5027	S	136911	214	146594	0.010292
Christensenella sp5028	5028	S	80851	6984	89938	0.006314
Gemella sp5030	5030	S	250927	15289	290701	0.020409
Granulicatella sp5031	5031	S	131229	1809	153488	0.010776
Rothia sp5032	5032	S	270183	5913	297056	0.020855
Actinomyces sp5033	5033	S	274812	30392	293876	0.020632
Peptoniphilus sp5036	5036	S	140032	4333	144350	0.010134
Propionibacterium sp5037	5037	S	46398	831	53020	0.003722
Megasphaera sp5038	5038	S	79138	8870	83703	0.005876
Dialister sp5039	5039	S	173466	28500	202947	0.014248
Mitsuokella sp5040	5040	S	85115	8056	99226	0.006966
Phascolarctobacterium sp5041	5041	S	13979	1909	14617	0.001026
Pseudoflavonifractor sp5042	5042	S	87141	10949	91046	0.006392
