name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Roseburia intestinalis	166486	S	556719	61809	619590	0.026446
Roseburia hominis	301301	S	152246	8384	163094	0.006961
Bifidobacterium adolescentis	1680	S	133185	2167	153054	0.006533
Bifidobacterium longum	216816	S	828612	117108	850096	0.036285
Akkermansia muciniphila	239935	S	168933	2766	178300	0.00761
Prevotella copri	165179	S	559804	67240	614964	0.026249
Escherichia coli	562	S	1389728	25485	1437195	0.061344
Enterococcus faecalis	1351	S	338733	42568	398508	0.01701
Fusobacterium nucleatum	851	S	564443	23847	624737	0.026666
Ruminococcus gnavus	33038	S	685143	65178	804221	0.034327
Bacteroides fragilis	817	S	333249	48962	340860	0.014549
Clostridium difficile	1496	S	99446	8208	106376	0.00454
Streptococcus salivarius	1304	S	430974	41126	499531	0.021322
Bacteroides sp5000	5000	S	248407	24942	273879	0.01169
Parabacteroides sp5001	5001	S	605063	24011	666143	0.028433
Alistipes sp5002	5002	S	99613	5444	115261	0.00492
Blautia sp5003	5003	S	281803	8649	325974	0.013914
Clostridium sp5004	5004	S	93702	6253	93881	0.004007
Dorea sp5005	5005	S	94092	13261	101199	0.004319
Lachnospira sp5007	5007	S	430384	37643	430671	0.018382
Anaerostipes sp5008	5008	S	147133	7424	151392	0.006462
Collinsella sp5009	5009	S	73858	4980	82444	0.003519
Holdemania sp5011	5011	S	344323	37054	362112	0.015456
Lactobacillus sp5012	5012	S	32729	728	36476	0.001557
Enterobacter sp5014	5014	S	142841	2910	151178	0.006453
Klebsiella sp5015	5015	S	407510	45247	435015	0.018568
Citrobacter sp5016	5016	S	612873	72524	641691	0.027389
Proteus sp5017	5017	S	200719	15345	204622	0.008734
Haemophilus sp5018	5018	S	179075	17333	186627	0.007966
Desulfovibrio sp5019	5019	S	125888	552	143382	0.00612
Bilophila sp5020	5020	S	64798	4823	72589	0.003098
Sutterella sp5021	5021	S	375872	50841	398776	0.017021
Parasutterella sp5022	5022	S	290140	6213	329916	0.014082
Oscillibacter sp5023	5023	S	115231	1877	115866	0.004946
Subdoligranulum sp5024	5024	S	126698	12072	137451	0.005867
Butyrivibrio sp5025	5025	S	183340	2540	196885	0.008404
Odoribacter sp5026	5026	S	50433	929	58742	0.002507
Barnesiella sp5027	5027	S	77728	6767	82881	0.003538
Christensenella sp5028	5028	S	139901	15121	158070	0.006747
Granulicatella sp5031	5031	S	110087	705	113141	0.004829
Rothia sp5032	5032	S	558706	62471	604190	0.025789
Actinomyces sp5033	5033	S	554347	28824	624373	0.02665
Corynebacterium sp5034	5034	S	222079	31752	235742	0.010062
Finegoldia sp5035	5035	S	144796	13036	149046	0.006362
Peptoniphilus sp5036	5036	S	292992	16709	305349	0.013033
Propionibacterium sp5037	5037	S	159052	11755	168106	0.007175
Megasphaera sp5038	5038	S	84922	10175	96669	0.004126
Dialister sp5039	5039	S	395317	22781	423493	0.018076
Mitsuokella sp5040	5040	S	45654	145	46270	0.001975
Phascolarctobacterium sp5041	5041	S	85148	809	94887	0.00405
Pseudoflavonifractor sp5042	5042	S	257695	28124	267048	0.011398
Flavonifractor sp5043	5043	S	69690	7850	77459	0.003306
