name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	543456	59800	607154	0.040003
Roseburia hominis	301301	S	327560	19925	331597	0.021848
Eubacterium rectale	39491	S	235408	10877	267859	0.017648
Bifidobacterium adolescentis	1680	S	297527	26082	304189	0.020042
Bifidobacterium longum	216816	S	320875	7843	349442	0.023024
Akkermansia muciniphila	239935	S	229052	10429	249660	0.016449
Prevotella copri	165179	S	702529	93963	708570	0.046685
Escherichia coli	562	S	81798	7349	94829	0.006248
Enterococcus faecalis	1351	S	25957	1809	29372	0.001935
Fusobacterium nucleatum	851	S	30360	2447	30932	0.002038
Ruminococcus gnavus	33038	S	383046	13269	425545	0.028038
Bacteroides fragilis	817	S	774860	74828	798785	0.052629
Bacteroides sp5000	5000	S	40321	1429	43818	0.002887
Alistipes sp5002	5002	S	153296	24519	170304	0.011221
Blautia sp5003	5003	S	320794	20776	345679	0.022776
Clostridium sp5004	5004	S	213392	26862	229896	0.015147
Dorea sp5005	5005	S	37522	1116	41645	0.002744
Coprococcus sp5006	5006	S	29627	3152	31595	0.002082
Lachnospira sp5007	5007	S	108005	14932	112869	0.007437
Anaerostipes sp5008	5008	S	141759	1769	156523	0.010313
Collinsella sp5009	5009	S	33379	2191	33589	0.002213
Eggerthella sp5010	5010	S	47142	4993	49966	0.003292
Holdemania sp5011	5011	S	77445	2558	83098	0.005475
Lactobacillus sp5012	5012	S	30220	3782	31373	0.002067
Streptococcus sp5013	5013	S	61048	4795	65436	0.004311
Enterobacter sp5014	5014	S	60138	873	69357	0.00457
Klebsiella sp5015	5015	S	89222	4617	99033	0.006525
Citrobacter sp5016	5016	S	209489	24796	210956	0.013899
Proteus sp5017	5017	S	53169	4350	56028	0.003692
Haemophilus sp5018	5018	S	326680	54789	373304	0.024596
Desulfovibrio sp5019	5019	S	78427	1388	86540	0.005702
Bilophila sp5020	5020	S	59034	8375	63885	0.004209
Sutterella sp5021	5021	S	158887	265	161620	0.010649
Parasutterella sp5022	5022	S	146140	6054	148676	0.009796
Oscillibacter sp5023	5023	S	104882	15584	122548	0.008074
Subdoligranulum sp5024	5024	S	86269	7876	88068	0.005803
Butyrivibrio sp5025	5025	S	177097	23073	189173	0.012464
Odoribacter sp5026	5026	S	59411	8195	61379	0.004044
Barnesiella sp5027	5027	S	117363	18259	125803	0.008289
Christensenella sp5028	5028	S	163650	2862	163745	0.010789
Methanobrevibacter sp5029	5029	S	48778	3741	49905	0.003288
Gemella sp5030	5030	S	468949	47487	516388	0.034023
Granulicatella sp5031	5031	S	50132	4436	58403	0.003848
Rothia sp5032	5032	S	106717	3484	108825	0.00717
Actinomyces sp5033	5033	S	48473	7474	53037	0.003494
Corynebacterium sp5034	5034	S	121923	7168	133354	0.008786
Finegoldia sp5035	5035	S	81081	6896	88509	0.005832
Peptoniphilus sp5036	5036	S	164891	20961	174526	0.011499
Propionibacterium sp5037	5037	S	119831	16009	130562	0.008602
Megasphaera sp5038	5038	S	27818	1518	29910	0.001971
Dialister sp5039	5039	S	120513	13675	127031	0.00837
Mitsuokella sp5040	5040	S	56499	513	60511	0.003987
Phascolarctobacterium sp5041	5041	S	8449	413	9651	0.000636
Pseudoflavonifractor sp5042	5042	S	74762	8462	83777	0.00552
