name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	1993740	310876	2186810	0.108227
Roseburia intestinalis	166486	S	383472	64453	441303	0.021841
Roseburia hominis	301301	S	403786	52918	456464	0.022591
Eubacterium rectale	39491	S	863856	20580	958940	0.047459
Bifidobacterium adolescentis	1680	S	693117	32810	708214	0.03505
Bifidobacterium longum	216816	S	395972	35458	417328	0.020654
Akkermansia muciniphila	239935	S	72102	5823	78307	0.003875
Prevotella copri	165179	S	598055	8203	623081	0.030837
Escherichia coli	562	S	350357	49544	368709	0.018248
Enterococcus faecalis	1351	S	75291	1849	87684	0.00434
Fusobacterium nucleatum	851	S	115314	7899	120434	0.00596
Ruminococcus gnavus	33038	S	252506	5697	277318	0.013725
Bacteroides fragilis	817	S	363745	7456	392807	0.01944
Veillonella parvula	29466	S	127156	15805	137990	0.006829
Streptococcus salivarius	1304	S	31350	2543	35275	0.001746
Bacteroides sp5000	5000	S	131112	13520	131270	0.006497
Blautia sp5003	5003	S	159082	10140	162960	0.008065
Clostridium sp5004	5004	S	84891	534	87954	0.004353
Dorea sp5005	5005	S	93523	3280	107692	0.00533
Coprococcus sp5006	5006	S	129378	18030	142128	0.007034
Lachnospira sp5007	5007	S	115972	12625	128581	0.006364
Collinsella sp5009	5009	S	16362	1504	17108	0.000847
Eggerthella sp5010	5010	S	56056	5369	62038	0.00307
Holdemania sp5011	5011	S	191417	2671	212370	0.01051
Lactobacillus sp5012	5012	S	37419	714	37460	0.001854
Streptococcus sp5013	5013	S	58000	8878	67376	0.003335
Enterobacter sp5014	5014	S	614339	66935	686202	0.033961
Klebsiella sp5015	5015	S	84958	5546	94467	0.004675
Proteus sp5017	5017	S	49894	2886	56104	0.002777
Haemophilus sp5018	5018	S	65993	7822	72393	0.003583
Desulfovibrio sp5019	5019	S	29278	4471	31593	0.001564
Bilophila sp5020	5020	S	44837	3951	52363	0.002591
Sutterella sp5021	5021	S	100171	14746	106834	0.005287
Parasutterella sp5022	5022	S	79966	8023	93269	0.004616
Oscillibacter sp5023	5023	S	259271	9619	265092	0.01312
Subdoligranulum sp5024	5024	S	118328	344	120566	0.005967
Butyrivibrio sp5025	5025	S	123122	17953	128270	0.006348
Odoribacter sp5026	5026	S	65714	4562	69277	0.003429
Barnesiella sp5027	5027	S	55755	8982	65079	0.003221
Christensenella sp5028	5028	S	62010	292	67363	0.003334
Methanobrevibacter sp5029	5029	S	85358	6470	89524	0.004431
Gemella sp5030	5030	S	67228	2487	77394	0.00383
Rothia sp5032	5032	S	215777	21622	250999	0.012422
Actinomyces sp5033	5033	S	189391	15230	200774	0.009937
Corynebacterium sp5034	5034	S	567244	75326	583246	0.028865
Finegoldia sp5035	5035	S	129978	263	137931	0.006826
Peptoniphilus sp5036	5036	S	213473	14025	223700	0.011071
Propionibacterium sp5037	5037	S	105266	10963	112605	0.005573
Megasphaera sp5038	5038	S	67533	10293	74826	0.003703
Dialister sp5039	5039	S	375612	43482	431691	0.021365
Mitsuokella sp5040	5040	S	21352	3481	25101	0.001242
Phascolarctobacterium sp5041	5041	S	30449	499	35126	0.001738
Pseudoflavonifractor sp5042	5042	S	455569	28365	506216	0.025053
Flavonifractor sp5043	5043	S	61264	6095	69449	0.003437
