name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	154626	22511	181567	0.011008
Roseburia intestinalis	166486	S	175130	2828	180520	0.010945
Roseburia hominis	301301	S	127893	9504	136561	0.008279
Eubacterium rectale	39491	S	100688	17065	116027	0.007035
Bifidobacterium adolescentis	1680	S	107898	1233	122306	0.007415
Bifidobacterium longum	216816	S	118524	13986	126194	0.007651
Akkermansia muciniphila	239935	S	65173	7532	76238	0.004622
Prevotella copri	165179	S	177464	2956	190854	0.011571
Escherichia coli	562	S	1017446	98966	1161630	0.070428
Enterococcus faecalis	1351	S	102380	16110	114461	0.00694
Fusobacterium nucleatum	851	S	172771	26202	177600	0.010768
Bacteroides fragilis	817	S	666595	109074	749868	0.045463
Clostridium difficile	1496	S	529705	30187	579112	0.035111
Veillonella parvula	29466	S	323293	2983	376996	0.022857
Streptococcus salivarius	1304	S	155319	11185	162843	0.009873
Bacteroides sp5000	5000	S	158931	16557	179791	0.0109
Parabacteroides sp5001	5001	S	76630	7477	86303	0.005232
Alistipes sp5002	5002	S	196092	26799	216945	0.013153
Blautia sp5003	5003	S	125166	9209	128626	0.007798
Clostridium sp5004	5004	S	256103	15430	283733	0.017202
Dorea sp5005	5005	S	31900	1617	32858	0.001992
Lachnospira sp5007	5007	S	142871	2059	162104	0.009828
Anaerostipes sp5008	5008	S	390479	30694	424432	0.025733
Collinsella sp5009	5009	S	22407	761	22955	0.001392
Eggerthella sp5010	5010	S	119930	16031	132206	0.008015
Holdemania sp5011	5011	S	268413	15906	275708	0.016716
Lactobacillus sp5012	5012	S	31604	1564	34395	0.002085
Streptococcus sp5013	5013	S	75409	1355	76180	0.004619
Klebsiella sp5015	5015	S	62608	6486	63237	0.003834
Citrobacter sp5016	5016	S	138899	731	149397	0.009058
Haemophilus sp5018	5018	S	166934	11081	181187	0.010985
Desulfovibrio sp5019	5019	S	32132	3619	36757	0.002229
Bilophila sp5020	5020	S	96023	8132	96441	0.005847
Sutterella sp5021	5021	S	477027	5116	498350	0.030214
Parasutterella sp5022	5022	S	313342	5992	343333	0.020816
Oscillibacter sp5023	5023	S	198901	29726	211166	0.012803
Subdoligranulum sp5024	5024	S	279678	3394	294626	0.017863
Butyrivibrio sp5025	5025	S	114206	10444	126446	0.007666
Odoribacter sp5026	5026	S	16756	2301	18404	0.001116
Barnesiella sp5027	5027	S	64024	6043	65855	0.003993
Christensenella sp5028	5028	S	183218	7745	202224	0.01226
Methanobrevibacter sp5029	5029	S	60153	3698	69471	0.004212
Gemella sp5030	5030	S	196451	21837	215413	0.01306
Granulicatella sp5031	5031	S	92534	1025	97536	0.005913
Rothia sp5032	5032	S	591006	17722	649966	0.039406
Actinomyces sp5033	5033	S	360435	51204	412623	0.025017
Finegoldia sp5035	5035	S	109799	8062	128227	0.007774
Peptoniphilus sp5036	5036	S	160839	24238	183768	0.011142
Propionibacterium sp5037	5037	S	55896	2078	59875	0.00363
Megasphaera sp5038	5038	S	145452	17246	157184	0.00953
Dialister sp5039	5039	S	99057	3296	99684	0.006044
Mitsuokella sp5040	5040	S	98451	14037	100162	0.006073
Phascolarctobacterium sp5041	5041	S	16718	1613	16931	0.001026
