name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	730057	63856	754947	0.033921
Roseburia intestinalis	166486	S	155960	18284	175399	0.007881
Roseburia hominis	301301	S	39066	4989	41778	0.001877
Eubacterium rectale	39491	S	117147	11164	121996	0.005482
Bifidobacterium adolescentis	1680	S	236525	5118	256194	0.011511
Bifidobacterium longum	216816	S	160920	11376	180972	0.008131
Prevotella copri	165179	S	509461	41767	542041	0.024355
Escherichia coli	562	S	1009269	1095	1129913	0.050769
Enterococcus faecalis	1351	S	318668	14769	344717	0.015489
Fusobacterium nucleatum	851	S	154102	576	160491	0.007211
Ruminococcus gnavus	33038	S	702077	105732	748704	0.033641
Bacteroides fragilis	817	S	281546	22734	321341	0.014439
Clostridium difficile	1496	S	115434	12543	133649	0.006005
Veillonella parvula	29466	S	256667	16817	275223	0.012366
Bacteroides sp5000	5000	S	231883	33597	249819	0.011225
Alistipes sp5002	5002	S	705725	2716	802468	0.036057
Blautia sp5003	5003	S	159103	14065	162475	0.0073
Clostridium sp5004	5004	S	743689	67701	756090	0.033973
Dorea sp5005	5005	S	41503	2753	42720	0.001919
Coprococcus sp5006	5006	S	97009	13803	100791	0.004529
Lachnospira sp5007	5007	S	419948	12169	448750	0.020163
Collinsella sp5009	5009	S	26845	898	30153	0.001355
Eggerthella sp5010	5010	S	23633	1224	26644	0.001197
Holdemania sp5011	5011	S	549303	51911	588579	0.026446
Lactobacillus sp5012	5012	S	22551	2277	24674	0.001109
Streptococcus sp5013	5013	S	64503	985	74809	0.003361
Klebsiella sp5015	5015	S	193934	17208	221444	0.00995
Citrobacter sp5016	5016	S	141846	6833	160806	0.007225
Proteus sp5017	5017	S	148869	19921	163584	0.00735
Haemophilus sp5018	5018	S	245821	28101	288496	0.012963
Desulfovibrio sp5019	5019	S	76284	9616	80271	0.003607
Bilophila sp5020	5020	S	250445	764	252997	0.011368
Sutterella sp5021	5021	S	289029	44005	331051	0.014875
Parasutterella sp5022	5022	S	84727	7809	92218	0.004144
Oscillibacter sp5023	5023	S	506758	54366	533737	0.023982
Subdoligranulum sp5024	5024	S	282465	42677	285388	0.012823
Butyrivibrio sp5025	5025	S	469591	21117	490167	0.022024
Odoribacter sp5026	5026	S	72151	542	73477	0.003301
Barnesiella sp5027	5027	S	92088	14011	104094	0.004677
Christensenella sp5028	5028	S	100825	3756	113487	0.005099
Methanobrevibacter sp5029	5029	S	161519	23904	185501	0.008335
Gemella sp5030	5030	S	220350	24115	238215	0.010704
Granulicatella sp5031	5031	S	118038	15150	133247	0.005987
Rothia sp5032	5032	S	287346	13976	298077	0.013393
Corynebacterium sp5034	5034	S	182793	6307	200519	0.00901
Finegoldia sp5035	5035	S	226111	21973	226909	0.010196
Peptoniphilus sp5036	5036	S	443150	20366	447545	0.020109
Propionibacterium sp5037	5037	S	233402	27719	241297	0.010842
Megasphaera sp5038	5038	S	95398	14488	100025	0.004494
Mitsuokella sp5040	5040	S	218397	4710	240253	0.010795
Phascolarctobacterium sp5041	5041	S	54594	6281	57422	0.00258
Pseudoflavonifractor sp5042	5042	S	161349	5346	172334	0.007743
Flavonifractor sp5043	5043	S	146586	7415	158358	0.007115
