name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	441262	54016	516884	0.021351
Roseburia intestinalis	166486	S	322158	42153	336002	0.01388
Roseburia hominis	301301	S	352810	51829	354168	0.01463
Eubacterium rectale	39491	S	63760	9141	74158	0.003063
Bifidobacterium adolescentis	1680	S	69562	7133	73460	0.003034
Bifidobacterium longum	216816	S	247430	27761	284648	0.011758
Akkermansia muciniphila	239935	S	252576	34636	253242	0.010461
Prevotella copri	165179	S	209862	1373	229140	0.009465
Enterococcus faecalis	1351	S	674753	92488	746125	0.030821
Fusobacterium nucleatum	851	S	421604	30410	441367	0.018232
Ruminococcus gnavus	33038	S	420562	31377	490015	0.020242
Bacteroides fragilis	817	S	645159	97636	700991	0.028957
Clostridium difficile	1496	S	130464	6445	137888	0.005696
Veillonella parvula	29466	S	545711	5821	587546	0.02427
Streptococcus salivarius	1304	S	355178	19262	356646	0.014732
Bacteroides sp5000	5000	S	410039	23708	444883	0.018377
Parabacteroides sp5001	5001	S	81623	8513	85705	0.00354
Alistipes sp5002	5002	S	241622	10151	252400	0.010426
Blautia sp5003	5003	S	174633	3656	194610	0.008039
Clostridium sp5004	5004	S	251412	1582	265112	0.010951
Dorea sp5005	5005	S	55155	7657	58698	0.002425
Coprococcus sp5006	5006	S	168199	11517	171000	0.007064
Lachnospira sp5007	5007	S	135240	1699	147177	0.00608
Anaerostipes sp5008	5008	S	283295	36711	298013	0.01231
Holdemania sp5011	5011	S	213024	15182	240245	0.009924
Lactobacillus sp5012	5012	S	54992	7414	56355	0.002328
Streptococcus sp5013	5013	S	36054	3358	40672	0.00168
Enterobacter sp5014	5014	S	63034	1096	71722	0.002963
Klebsiella sp5015	5015	S	510801	63716	517703	0.021385
Citrobacter sp5016	5016	S	297596	2258	308708	0.012752
Proteus sp5017	5017	S	252344	16978	258402	0.010674
Haemophilus sp5018	5018	S	141046	12827	156482	0.006464
Desulfovibrio sp5019	5019	S	162088	21299	187667	0.007752
Bilophila sp5020	5020	S	462708	13815	493627	0.020391
Sutterella sp5021	5021	S	383027	12053	436133	0.018016
Parasutterella sp5022	5022	S	307278	31556	357904	0.014784
Oscillibacter sp5023	5023	S	380808	1024	390152	0.016116
Subdoligranulum sp5024	5024	S	112044	11228	130687	0.005398
Butyrivibrio sp5025	5025	S	563709	28396	579397	0.023934
Odoribacter sp5026	5026	S	53539	5306	59327	0.002451
Christensenella sp5028	5028	S	57685	258	64733	0.002674
Gemella sp5030	5030	S	927411	90634	965768	0.039894
Granulicatella sp5031	5031	S	157701	18722	168284	0.006951
Rothia sp5032	5032	S	858717	27877	902693	0.037288
Actinomyces sp5033	5033	S	259553	5438	287475	0.011875
Finegoldia sp5035	5035	S	352633	41136	405569	0.016753
Peptoniphilus sp5036	5036	S	196634	29011	200895	0.008299
Propionibacterium sp5037	5037	S	338821	9909	358825	0.014822
Megasphaera sp5038	5038	S	109401	15405	126352	0.005219
Dialister sp5039	5039	S	135690	13433	144843	0.005983
Phascolarctobacterium sp5041	5041	S	177591	19369	183610	0.007585
Pseudoflavonifractor sp5042	5042	S	391181	3382	401142	0.01657
Flavonifractor sp5043	5043	S	108171	14349	112429	0.004644
