name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	271304	11722	279440	0.01641
Roseburia intestinalis	166486	S	78495	6756	89329	0.005246
Roseburia hominis	301301	S	184607	6820	188404	0.011064
Eubacterium rectale	39491	S	161541	10021	187451	0.011008
Bifidobacterium adolescentis	1680	S	174780	15005	181657	0.010668
Akkermansia muciniphila	239935	S	60195	8909	61896	0.003635
Prevotella copri	165179	S	352240	32926	363547	0.021349
Escherichia coli	562	S	1075308	6994	1163752	0.068342
Enterococcus faecalis	1351	S	123659	7129	123951	0.007279
Fusobacterium nucleatum	851	S	148464	17010	170095	0.009989
Ruminococcus gnavus	33038	S	409526	40311	458780	0.026942
Bacteroides fragilis	817	S	771391	54982	822366	0.048294
Clostridium difficile	1496	S	261924	10672	268525	0.015769
Veillonella parvula	29466	S	197252	17343	215037	0.012628
Streptococcus salivarius	1304	S	215391	26675	226837	0.013321
Bacteroides sp5000	5000	S	138016	14710	151796	0.008914
Alistipes sp5002	5002	S	173268	27779	198568	0.011661
Blautia sp5003	5003	S	296353	35736	326575	0.019178
Clostridium sp5004	5004	S	85971	3101	100781	0.005918
Dorea sp5005	5005	S	54925	7838	59504	0.003494
Coprococcus sp5006	5006	S	23739	3563	25551	0.0015
Anaerostipes sp5008	5008	S	132269	10547	143371	0.00842
Collinsella sp5009	5009	S	62553	8676	72069	0.004232
Eggerthella sp5010	5010	S	38714	5889	43644	0.002563
Holdemania sp5011	5011	S	54350	7794	55087	0.003235
Streptococcus sp5013	5013	S	61872	6771	66670	0.003915
Enterobacter sp5014	5014	S	214030	4350	221386	0.013001
Klebsiella sp5015	5015	S	222971	1220	237167	0.013928
Citrobacter sp5016	5016	S	186100	4674	201269	0.01182
Proteus sp5017	5017	S	134732	8408	153552	0.009017
Desulfovibrio sp5019	5019	S	124953	12767	136581	0.008021
Bilophila sp5020	5020	S	37022	3248	42991	0.002525
Parasutterella sp5022	5022	S	59024	5791	67273	0.003951
Oscillibacter sp5023	5023	S	187428	16551	198209	0.01164
Subdoligranulum sp5024	5024	S	173379	9084	180464	0.010598
Butyrivibrio sp5025	5025	S	168319	11325	174467	0.010246
Odoribacter sp5026	5026	S	46958	4947	50896	0.002989
Barnesiella sp5027	5027	S	58807	6765	68962	0.00405
Christensenella sp5028	5028	S	76599	3776	81248	0.004771
Gemella sp5030	5030	S	475471	7516	551036	0.03236
Granulicatella sp5031	5031	S	101178	10582	102357	0.006011
Rothia sp5032	5032	S	160066	9855	184182	0.010816
Actinomyces sp5033	5033	S	401801	53638	427962	0.025132
Corynebacterium sp5034	5034	S	93576	3877	109248	0.006416
Finegoldia sp5035	5035	S	78142	109	79457	0.004666
Peptoniphilus sp5036	5036	S	79172	12939	89947	0.005282
Propionibacterium sp5037	5037	S	131755	5489	139866	0.008214
Megasphaera sp5038	5038	S	80731	396	93869	0.005512
Dialister sp5039	5039	S	266206	39695	300218	0.01763
Mitsuokella sp5040	5040	S	353796	41898	387770	0.022772
Phascolarctobacterium sp5041	5041	S	9283	575	9399	0.000552
Pseudoflavonifractor sp5042	5042	S	223426	19723	254272	0.014932
Flavonifractor sp5043	5043	S	50323	6156	51027	0.002997
