name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	440057	58181	496942	0.024946
Roseburia intestinalis	166486	S	129200	17888	144970	0.007277
Roseburia hominis	301301	S	221600	24288	242568	0.012177
Eubacterium rectale	39491	S	182506	19759	211154	0.0106
Bifidobacterium adolescentis	1680	S	528185	50640	575513	0.028891
Akkermansia muciniphila	239935	S	211496	26710	241655	0.012131
Prevotella copri	165179	S	396521	13162	404854	0.020324
Escherichia coli	562	S	609702	2501	705383	0.03541
Enterococcus faecalis	1351	S	264518	25455	279531	0.014032
Fusobacterium nucleatum	851	S	201929	7538	216662	0.010876
Ruminococcus gnavus	33038	S	684437	67169	753258	0.037813
Bacteroides fragilis	817	S	994934	159453	1076169	0.054023
Clostridium difficile	1496	S	99739	11947	114582	0.005752
Veillonella parvula	29466	S	332765	23470	365416	0.018344
Streptococcus salivarius	1304	S	1048661	113737	1095048	0.054971
Parabacteroides sp5001	5001	S	347175	6695	347631	0.017451
Alistipes sp5002	5002	S	239747	30092	276967	0.013904
Blautia sp5003	5003	S	242087	10627	258431	0.012973
Clostridium sp5004	5004	S	246871	3680	286423	0.014378
Dorea sp5005	5005	S	29490	862	29966	0.001504
Coprococcus sp5006	5006	S	57794	2186	64323	0.003229
Lachnospira sp5007	5007	S	98897	1140	109491	0.005496
Anaerostipes sp5008	5008	S	225382	2463	242906	0.012194
Eggerthella sp5010	5010	S	42880	1549	44204	0.002219
Lactobacillus sp5012	5012	S	14924	2116	16031	0.000805
Streptococcus sp5013	5013	S	31249	2636	32976	0.001655
Klebsiella sp5015	5015	S	347890	19337	387126	0.019434
Citrobacter sp5016	5016	S	496048	77829	521924	0.0262
Proteus sp5017	5017	S	66698	5878	70263	0.003527
Haemophilus sp5018	5018	S	388127	28224	404469	0.020304
Desulfovibrio sp5019	5019	S	79801	7835	92898	0.004663
Sutterella sp5021	5021	S	375015	9924	377414	0.018946
Parasutterella sp5022	5022	S	281515	8898	295244	0.014821
Oscillibacter sp5023	5023	S	101496	1581	109092	0.005476
Butyrivibrio sp5025	5025	S	361457	44681	393935	0.019775
Odoribacter sp5026	5026	S	35527	3927	39381	0.001977
Barnesiella sp5027	5027	S	156327	22429	161276	0.008096
Christensenella sp5028	5028	S	118446	8014	133808	0.006717
Methanobrevibacter sp5029	5029	S	97393	16611	111579	0.005601
Gemella sp5030	5030	S	214627	17575	217004	0.010894
Granulicatella sp5031	5031	S	91909	7356	94140	0.004726
Rothia sp5032	5032	S	252304	3574	267403	0.013424
Corynebacterium sp5034	5034	S	318871	6341	331023	0.016617
Finegoldia sp5035	5035	S	132695	15982	136250	0.00684
Peptoniphilus sp5036	5036	S	272480	1545	284929	0.014303
Propionibacterium sp5037	5037	S	30574	1347	34144	0.001714
Megasphaera sp5038	5038	S	141387	2056	156399	0.007851
Mitsuokella sp5040	5040	S	85971	7209	86792	0.004357
Phascolarctobacterium sp5041	5041	S	17689	1175	19746	0.000991
Pseudoflavonifractor sp5042	5042	S	92530	9089	100897	0.005065
Flavonifractor sp5043	5043	S	137039	20379	147775	0.007418
