name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Faecalibacterium prausnitzii	853	S	263154	16474	277963	0.014311
Roseburia intestinalis	166486	S	136298	4256	142426	0.007333
Roseburia hominis	301301	S	230826	10117	234691	0.012083
Eubacterium rectale	39491	S	96978	933	107139	0.005516
Bifidobacterium adolescentis	1680	S	70038	6252	80808	0.00416
Bifidobacterium longum	216816	S	487324	68610	547470	0.028187
Akkermansia muciniphila	239935	S	242304	16168	284327	0.014639
Prevotella copri	165179	S	275452	886	305854	0.015747
Escherichia coli	562	S	930644	66474	1071362	0.05516
Enterococcus faecalis	1351	S	194981	12797	211035	0.010865
Fusobacterium nucleatum	851	S	261006	25063	280761	0.014455
Ruminococcus gnavus	33038	S	424123	34674	498097	0.025645
Bacteroides fragilis	817	S	823059	64431	827591	0.042609
Clostridium difficile	1496	S	204617	10058	215018	0.01107
Veillonella parvula	29466	S	212403	25489	219857	0.011319
Streptococcus salivarius	1304	S	277684	43798	299166	0.015403
Bacteroides sp5000	5000	S	79486	232	91487	0.00471
Parabacteroides sp5001	5001	S	235823	29571	244244	0.012575
Alistipes sp5002	5002	S	241635	11089	278372	0.014332
Blautia sp5003	5003	S	253198	13065	296961	0.015289
Clostridium sp5004	5004	S	244507	19666	253121	0.013032
Dorea sp5005	5005	S	84886	5246	94087	0.004844
Coprococcus sp5006	5006	S	29218	1545	34366	0.001769
Lachnospira sp5007	5007	S	124444	19203	131413	0.006766
Collinsella sp5009	5009	S	11449	41	11718	0.000603
Eggerthella sp5010	5010	S	68529	8175	69588	0.003583
Holdemania sp5011	5011	S	114819	8156	118731	0.006113
Lactobacillus sp5012	5012	S	73756	3683	81078	0.004174
Enterobacter sp5014	5014	S	148702	5920	172939	0.008904
Klebsiella sp5015	5015	S	411570	33692	464008	0.02389
Citrobacter sp5016	5016	S	120083	8870	124812	0.006426
Proteus sp5017	5017	S	52574	8796	61227	0.003152
Haemophilus sp5018	5018	S	120186	14278	121228	0.006241
Bilophila sp5020	5020	S	132580	10842	132753	0.006835
Sutterella sp5021	5021	S	328933	3751	330781	0.01703
Parasutterella sp5022	5022	S	343255	12824	379350	0.019531
Oscillibacter sp5023	5023	S	90778	2180	103231	0.005315
Subdoligranulum sp5024	5024	S	194483	24161	206160	0.010614
Butyrivibrio sp5025	5025	S	101942	2399	108826	0.005603
Odoribacter sp5026	5026	S	52242	5128	53766	0.002768
Barnesiella sp5027	5027	S	462565	51500	509307	0.026222
Christensenella sp5028	5028	S	114890	6691	129238	0.006654
Methanobrevibacter sp5029	5029	S	169592	7482	171718	0.008841
Gemella sp5030	5030	S	863232	125214	937788	0.048283
Rothia sp5032	5032	S	221715	2163	231882	0.011939
Actinomyces sp5033	5033	S	94515	127	108378	0.00558
Corynebacterium sp5034	5034	S	247625	17602	262138	0.013496
Finegoldia sp5035	5035	S	115315	19042	132525	0.006823
Propionibacterium sp5037	5037	S	188160	7345	202443	0.010423
Megasphaera sp5038	5038	S	96394	10622	104200	0.005365
Dialister sp5039	5039	S	559684	26771	649711	0.033451
Mitsuokella sp5040	5040	S	92012	6533	94756	0.004879
Phascolarctobacterium sp5041	5041	S	43071	3000	46215	0.002379
Pseudoflavonifractor sp5042	5042	S	131814	3825	153884	0.007923
Flavonifractor sp5043	5043	S	125953	4310	137379	0.007073
